date,open,close,high,low,volume,code,d_return
2017-03-20,1403.624,1397.58,1406.645,1393.047,715021.0,000001,-0.006465266928402854
2017-03-21,1397.58,1396.069,1399.091,1390.025,554648.0,000001,-0.0010817394363734564
2017-03-22,1390.025,1383.982,1393.047,1380.96,566123.0,000001,-0.008695578722252371
2017-03-23,1383.982,1390.025,1396.069,1382.471,433588.0,000001,0.004356881261817057
2017-03-24,1390.025,1388.515,1396.069,1383.982,710827.0,000001,-0.001086901861160086
2017-03-27,1377.938,1380.96,1388.515,1371.895,985012.0,000001,-0.005455921242001486
2017-03-28,1383.982,1377.938,1385.493,1374.917,481372.0,000001,-0.0021907306530533767
2017-03-29,1379.449,1376.427,1382.471,1373.406,601140.0,000001,-0.0010971676967836492
2017-03-30,1377.938,1371.895,1377.938,1368.873,687285.0,000001,-0.0032980153765416434
2017-03-31,1371.895,1385.493,1387.004,1371.895,633121.0,000001,0.009863037217621615
2017-04-05,1383.982,1391.536,1393.047,1382.471,499150.0,000001,0.004352140030536829
2017-04-06,1390.025,1390.025,1393.047,1385.493,434391.0,000001,-0.0010864404186181871
2017-04-07,1388.515,1390.025,1393.047,1385.493,514844.0,000001,0.0
2017-04-10,1390.025,1387.004,1391.536,1385.493,401343.0,000001,-0.0021757073417020033
2017-04-11,1385.493,1382.471,1388.515,1373.406,612437.0,000001,-0.003273547548189543
2017-04-12,1383.982,1377.938,1385.493,1374.917,455336.0,000001,-0.003284298866323492
2017-04-13,1376.427,1377.938,1380.96,1374.917,357442.0,000001,0.0
2017-04-14,1376.427,1371.895,1377.938,1368.873,490500.0,000001,-0.004395183073325284
2017-04-17,1371.895,1374.917,1376.427,1367.362,531892.0,000001,0.0022003698973814545
2017-04-18,1373.406,1367.362,1374.917,1367.362,335376.0,000001,-0.005510029515164466
2017-04-19,1364.34,1346.209,1365.851,1344.699,799668.0,000001,-0.015590842087851753
2017-04-20,1344.699,1347.72,1350.742,1343.188,437629.0,000001,0.00112178172361094
2017-04-21,1347.72,1355.275,1358.297,1344.699,325408.0,000001,0.005590109988399545
2017-04-24,1355.275,1349.231,1356.786,1343.188,394995.0,000001,-0.00446958524909365
2017-04-25,1349.231,1359.808,1361.318,1349.231,377933.0,000001,0.0078087127909225755
2017-04-26,1359.808,1358.297,1361.318,1353.764,382147.0,000001,-0.0011118041103244224
2017-04-27,1355.275,1355.275,1356.786,1346.209,387392.0,000001,-0.0022273234315045394
2017-04-28,1353.764,1358.297,1358.297,1347.72,286446.0,000001,0.0022273234315045003
2017-05-02,1353.764,1350.742,1353.764,1344.699,311026.0,000001,-0.0055776381117857
2017-05-03,1347.72,1346.209,1349.231,1343.188,280310.0,000001,-0.0033615770317292847
2017-05-04,1343.188,1320.524,1343.188,1317.502,696517.0,000001,-0.019263866533572187
2017-05-05,1320.524,1303.904,1323.546,1296.35,623700.0,000001,-0.01266578636112365
2017-05-08,1299.372,1294.839,1302.393,1290.306,460089.0,000001,-0.006976478064233973
2017-05-09,1293.328,1305.415,1305.415,1291.817,324194.0,000001,0.00813463478550513
2017-05-10,1303.904,1309.948,1329.59,1302.393,573077.0,000001,0.0034664438849455453
2017-05-11,1306.926,1314.481,1317.502,1299.372,503643.0,000001,0.0034544691495367002
2017-05-12,1311.459,1344.699,1344.699,1305.415,917968.0,000001,0.022728285268860216
2017-05-15,1343.188,1338.655,1352.253,1331.1,536578.0,000001,-0.004504817643215683
2017-05-16,1335.633,1335.633,1337.144,1319.013,524872.0,000001,-0.0022600417653680475
2017-05-17,1331.1,1325.057,1331.1,1322.035,417338.0,000001,-0.007949859397705887
2017-05-18,1317.502,1319.013,1325.057,1315.992,227401.0,000001,-0.004571747742738786
2017-05-19,1320.524,1312.97,1323.546,1311.459,294270.0,000001,-0.00459198301714678
2017-05-22,1311.459,1311.459,1319.013,1300.883,679120.0,000001,-0.0011514886986511682
2017-05-23,1309.948,1328.079,1335.633,1305.415,800040.0,000001,0.012593279314422768
2017-05-24,1326.568,1331.1,1334.122,1311.459,532376.0,000001,0.002272130834125063
2017-05-25,1328.079,1374.917,1380.96,1326.568,1621543.0,000001,0.03238769758937684
2017-05-26,1371.895,1374.917,1379.449,1365.851,895365.0,000001,0.0
2017-05-31,1374.917,1390.025,1394.558,1368.873,1033210.0,000001,0.010928366932158876
2017-06-01,1390.025,1388.515,1394.558,1377.938,566182.0,000001,-0.001086901861160086
2017-06-02,1387.004,1385.493,1403.624,1380.96,770757.0,000001,-0.0021787977507584998
2017-06-05,1379.449,1364.34,1385.493,1358.297,634132.0,000001,-0.015385237758835652
2017-06-06,1361.318,1365.851,1368.873,1358.297,355341.0,000001,0.0011068823787580635
2017-06-07,1362.829,1379.449,1382.471,1361.318,645723.0,000001,0.009906466474787311
2017-06-08,1376.427,1379.449,1382.471,1371.895,383004.0,000001,0.0
2017-06-09,1382.471,1382.471,1393.047,1377.938,685468.0,000001,0.0021883336273173914
2017-06-12,1382.471,1376.427,1388.515,1374.917,504578.0,000001,-0.0043814665631071595
2017-06-13,1376.427,1377.938,1380.96,1367.362,448434.0,000001,0.0010971676967837139
2017-06-14,1377.938,1371.895,1379.449,1365.851,375444.0,000001,-0.004395183073325284
2017-06-15,1371.895,1365.851,1371.895,1364.34,337797.0,000001,-0.004415318162456054
2017-06-16,1365.851,1362.829,1371.895,1361.318,285991.0,000001,-0.0022149913038841734
2017-06-19,1364.34,1379.449,1382.471,1362.829,489704.0,000001,0.012121457778671562
2017-06-20,1377.938,1377.938,1383.982,1373.406,313615.0,000001,-0.0010959652390059376
2017-06-21,1385.493,1382.471,1387.004,1376.427,496932.0,000001,0.0032842988663235487
2017-06-22,1382.471,1397.58,1420.243,1380.96,1426958.0,000001,0.01086969178670026
2017-06-23,1394.558,1397.58,1400.602,1383.982,584004.0,000001,0.0
2017-06-26,1399.091,1405.134,1420.243,1399.091,710769.0,000001,0.005390502414229663
2017-06-27,1405.134,1414.2,1418.733,1400.602,546016.0,000001,0.006431328284592754
2017-06-28,1412.689,1424.776,1433.842,1409.667,1168796.0,000001,0.0074506081940424905
2017-06-29,1424.776,1424.776,1427.798,1415.711,488804.0,000001,0.0
2017-06-30,1420.243,1418.733,1424.776,1406.645,499633.0,000001,-0.004250388585114147
2017-07-03,1420.243,1420.243,1424.776,1411.178,388349.0,000001,0.0010637639362871267
2017-07-04,1420.243,1411.178,1421.754,1405.134,488362.0,000001,-0.006403167153508579
2017-07-05,1403.624,1415.711,1417.222,1400.602,567720.0,000001,0.003207061816187948
2017-07-06,1414.2,1420.243,1421.754,1406.645,738911.0,000001,0.003196105337320726
2017-07-07,1415.711,1430.82,1432.331,1411.178,760369.0,000001,0.007419722765830094
2017-07-10,1427.798,1448.95,1459.527,1426.287,1360815.0,000001,0.012591449687885855
2017-07-11,1451.972,1548.67,1580.399,1451.972,3812086.0,000001,0.06655734188000861
2017-07-12,1551.691,1562.268,1598.529,1541.115,2998844.0,000001,0.008742113537229718
2017-07-13,1556.224,1646.878,1646.878,1547.159,2994534.0,000001,0.05274276277363636
2017-07-14,1633.28,1646.878,1652.922,1610.616,1722570.0,000001,0.0
2017-07-17,1654.432,1633.28,1711.847,1619.682,3273123.0,000001,-0.008291111523685522
2017-07-18,1624.215,1669.541,1683.14,1604.573,2349431.0,000001,0.021958475496872683
2017-07-19,1660.476,1675.585,1690.694,1643.856,1933075.0,000001,0.003613619682488846
2017-07-20,1674.074,1657.454,1695.227,1648.389,1537338.0,000001,-0.010879667980233878
2017-07-21,1660.519,1669.719,1678.918,1639.053,1501020.0,000001,0.007372658744472069
2017-07-24,1658.986,1678.918,1695.784,1645.186,1692664.0,000001,0.0054941895106357065
2017-07-25,1683.518,1686.584,1727.982,1678.918,1954768.0,000001,0.004555643264077341
2017-07-26,1674.318,1646.72,1714.183,1634.454,1697412.0,000001,-0.023919750901249003
2017-07-27,1643.653,1623.721,1651.319,1614.521,1194490.0,000001,-0.01406500172022997
2017-07-28,1626.787,1646.72,1657.452,1622.188,819195.0,000001,0.014065001720229857
2017-07-31,1655.919,1635.987,1658.986,1602.255,1575864.0,000001,-0.0065391387324725036
2017-08-01,1631.387,1692.717,1698.85,1625.254,2035709.0,000001,0.03408863835013377
2017-08-02,1694.251,1709.583,1738.715,1680.451,2062069.0,000001,0.009914550837997934
2017-08-03,1708.05,1688.118,1720.316,1681.985,984219.0,000001,-0.012635182183066723
2017-08-04,1686.584,1712.65,1731.049,1675.852,1353951.0,000001,0.01442757961545059
2017-08-07,1695.784,1686.584,1712.65,1671.252,860644.0,000001,-0.015336696986793852
2017-08-08,1686.584,1694.251,1703.45,1672.785,689567.0,000001,0.004535573693140261
2017-08-09,1680.451,1645.186,1689.651,1637.52,1042321.0,000001,-0.02938730753134757
2017-08-10,1640.587,1628.321,1658.986,1616.054,959879.0,000001,-0.010304025143032903
2017-08-11,1606.855,1536.325,1616.054,1531.725,2440643.0,000001,-0.058156221705747725
2017-08-14,1553.191,1566.99,1571.59,1539.392,1157664.0,000001,0.019763380847140816
2017-08-15,1570.057,1580.79,1611.455,1565.457,1075162.0,000001,0.008768140347936992
2017-08-16,1577.723,1585.389,1589.989,1556.257,756806.0,000001,0.002905081004223893
2017-08-17,1586.923,1597.655,1597.655,1577.723,553642.0,000001,0.007707126082094887
2017-08-18,1588.456,1600.722,1625.254,1577.723,616520.0,000001,0.0019178482962275288
2017-08-21,1599.189,1603.788,1612.988,1593.056,399154.0,000001,0.001913553670022067
2017-08-22,1606.855,1632.92,1634.454,1589.989,875681.0,000001,0.018001492065492054
2017-08-23,1629.854,1671.252,1683.518,1623.721,1319151.0,000001,0.023203222943763122
2017-08-24,1669.719,1675.852,1703.45,1662.052,924248.0,000001,0.002748646529122093
2017-08-25,1677.385,1703.45,1712.65,1671.252,963940.0,000001,0.01633391368116761
2017-08-28,1701.917,1740.248,1769.38,1701.917,1603938.0,000001,0.02137202545317505
2017-08-29,1732.582,1789.313,1800.046,1729.516,1357983.0,000001,0.027804115494526067
2017-08-30,1790.846,1752.514,1793.912,1740.248,1096674.0,000001,-0.020780418817909495
2017-08-31,1746.381,1729.516,1754.048,1709.583,1151786.0,000001,-0.013209727901458431
2017-09-01,1729.516,1718.783,1746.381,1709.583,959976.0,000001,-0.006225118332546161
2017-09-04,1714.183,1796.979,1796.979,1712.65,1352325.0,000001,0.04449043934113918
2017-09-05,1790.846,1784.713,1830.711,1778.58,1287518.0,000001,-0.006849303598872453
2017-09-06,1777.047,1793.912,1821.511,1760.181,791621.0,000001,0.00514109204592439
2017-09-07,1786.246,1754.048,1801.579,1746.381,614187.0,000001,-0.022472450440544696
2017-09-08,1757.114,1761.714,1784.713,1744.848,481276.0,000001,0.004360939192809264
2017-09-11,1769.38,1744.848,1792.379,1732.582,699472.0,000001,-0.009619752945633263
2017-09-12,1744.848,1769.38,1769.38,1727.982,846183.0,000001,0.013961756893373149
2017-09-13,1761.714,1752.514,1769.38,1738.715,668237.0,000001,-0.009577874254190879
2017-09-14,1752.514,1735.649,1777.047,1723.383,883087.0,000001,-0.009669921627304415
2017-09-15,1731.049,1731.049,1735.649,1709.583,646094.0,000001,-0.0026538237249002596
2017-09-18,1724.916,1724.916,1735.649,1717.25,607612.0,000001,-0.003549229484749244
2017-09-19,1724.916,1706.517,1738.715,1698.85,764212.0,000001,-0.010723902420129328
2017-09-20,1708.05,1731.049,1743.315,1694.251,787154.0,000001,0.014273131904878599
2017-09-21,1726.449,1757.114,1764.781,1717.25,692407.0,000001,0.01494510729374929
2017-09-22,1752.514,1754.048,1766.314,1734.115,593927.0,000001,-0.0017464308279027479
2017-09-25,1754.048,1731.049,1755.581,1714.183,532391.0,000001,-0.013198676465846527
2017-09-26,1726.449,1694.251,1732.582,1680.451,967460.0,000001,-0.021486827864649654
2017-09-27,1688.118,1675.852,1698.85,1671.252,727188.0,000001,-0.010919062594105118
2017-09-28,1683.518,1668.185,1683.518,1658.986,517220.0,000001,-0.004585483614134037
2017-09-29,1674.318,1703.45,1711.117,1665.119,682280.0,000001,0.02091939729530166
2017-10-09,1773.98,1732.582,1784.713,1726.449,1325227.0,000001,0.01695717505656199
2017-10-10,1737.182,1758.648,1763.247,1737.182,747925.0,000001,0.014932550619834891
2017-10-11,1760.181,1767.847,1775.513,1738.715,658077.0,000001,0.005217089980208269
2017-10-12,1769.38,1770.914,1775.513,1758.648,578065.0,000001,0.0017333754768537168
2017-10-13,1772.447,1741.782,1772.447,1724.916,737375.0,000001,-0.01658707040009331
2017-10-16,1741.782,1777.047,1778.58,1731.049,1036250.0,000001,0.02004427080820762
2017-10-17,1781.646,1764.781,1786.246,1760.181,506372.0,000001,-0.006926394527541429
2017-10-18,1767.847,1792.379,1793.912,1764.781,871365.0,000001,0.015517184359753937
2017-10-19,1784.713,1783.18,1796.979,1773.98,722764.0,000001,-0.00514550049163536
2017-10-20,1777.047,1760.181,1777.047,1749.448,461808.0,000001,-0.012981642563402097
2017-10-23,1746.381,1715.716,1747.915,1709.583,1074465.0,000001,-0.025586158467947463
2017-10-24,1717.25,1746.381,1750.981,1714.183,618871.0,000001,0.017715160467383046
2017-10-25,1741.782,1727.982,1743.315,1724.916,418573.0,000001,-0.010591393009880006
2017-10-26,1724.916,1714.183,1735.649,1704.983,928996.0,000001,-0.008017671389998217
2017-10-27,1715.716,1772.447,1772.447,1714.183,1360086.0,000001,0.03342449543675489
2017-10-30,1770.914,1772.447,1798.512,1755.581,1278246.0,000001,0.0
2017-10-31,1770.914,1769.38,1775.513,1746.381,627491.0,000001,-0.0017318749710780047
2017-11-01,1772.447,1747.915,1777.047,1735.649,692617.0,000001,-0.0122055536878977
2017-11-02,1741.782,1769.38,1775.513,1726.449,604308.0,000001,0.01220555368789777
2017-11-03,1761.714,1746.381,1790.846,1740.248,743343.0,000001,-0.013083556065798793
2017-11-06,1750.981,1729.516,1750.981,1700.384,1029902.0,000001,-0.009704046089850435
2017-11-07,1727.982,1827.644,1853.71,1724.916,2477163.0,000001,0.055186105126199154
2017-11-08,1839.91,1859.843,1930.372,1829.177,4262825.0,000001,0.01746436985318079
2017-11-09,1870.575,1890.508,1927.306,1862.909,2295289.0,000001,0.01635350046428367
2017-11-10,1896.641,1885.908,1924.239,1862.909,1757552.0,000001,-0.002436173490982283
2017-11-13,1893.574,1977.903,2008.569,1893.574,2566906.0,000001,0.04762779003062243
2017-11-14,1985.57,1985.57,2033.101,1964.104,1780302.0,000001,0.003868834006550904
2017-11-15,1977.903,1977.903,2013.168,1957.971,1263052.0,000001,-0.0038688340065510213
2017-11-16,1977.903,2008.569,2011.635,1942.639,1200814.0,000001,0.01538533565835731
2017-11-17,2019.301,2020.835,2063.766,1997.836,2064149.0,000001,0.006088264114785986
2017-11-20,2013.168,2184.893,2184.893,2000.902,2843925.0,000001,0.0780560647593354
2017-11-21,2157.295,2215.559,2267.689,2148.095,2495327.0,000001,0.013937884763501166
2017-11-22,2220.158,2315.22,2336.686,2220.158,2570231.0,000001,0.043999973560056825
2017-11-23,2322.887,2200.226,2336.686,2157.295,2429142.0,000001,-0.0509446330594007
2017-11-24,2191.026,2232.424,2237.024,2112.83,2630189.0,000001,0.01452790827495209
2017-11-27,2192.56,2135.829,2192.56,2108.23,2064085.0,000001,-0.04423312892235848
2017-11-28,2123.563,2100.564,2123.563,2054.566,1766432.0,000001,-0.01664898161440758
2017-11-29,2105.164,2118.963,2135.829,2065.299,1564094.0,000001,0.00872093796807646
2017-11-30,2100.564,2051.5,2105.164,2033.101,1379635.0,000001,-0.032355585167071356
2017-12-01,2054.566,1993.236,2066.832,1987.103,1784933.0,000001,-0.028811784229306643
2017-12-04,2000.902,2039.234,2049.967,1993.236,1454023.0,000001,0.022814798475153584
2017-12-05,2016.235,2039.234,2068.366,2008.569,1723681.0,000001,0.0
2017-12-06,2033.101,2005.502,2034.634,1961.038,1619844.0,000001,-0.016679843660935764
2017-12-07,2000.902,1967.171,2014.702,1954.905,1181957.0,000001,-0.019297933438775214
2017-12-08,1976.37,2007.035,2007.035,1954.905,1351315.0,000001,0.020062038579531732
2017-12-11,2005.502,2069.899,2080.632,1974.837,2261952.0,000001,0.030841305190593127
2017-12-12,2054.566,1996.303,2066.832,1996.303,1743405.0,000001,-0.03620284384087965
2017-12-13,1993.236,2013.168,2023.901,1974.837,1289248.0,000001,0.008412630725864255
2017-12-14,2016.235,1993.236,2040.767,1979.437,1001997.0,000001,-0.009950152030552223
2017-12-15,1977.903,1950.305,1982.503,1942.639,1099952.0,000001,-0.021773678069540187
2017-12-18,1951.838,1954.905,1979.437,1938.039,805464.0,000001,0.002355828304993493
2017-12-19,1961.038,2036.167,2042.3,1953.371,2397942.0,000001,0.0407275199939149
2017-12-20,2023.901,2033.101,2040.767,2013.168,1106245.0,000001,-0.0015069052125246019
2017-12-21,2020.835,2076.032,2097.498,2017.768,1485203.0,000001,0.02089616575539196
2017-12-22,2069.899,2072.966,2089.831,2062.233,742900.0,000001,-0.0014779474745932667
2017-12-25,2072.966,2031.568,2125.096,2017.768,1585567.0,000001,-0.020172523279649555
2017-12-26,2033.101,2094.431,2099.031,2022.368,1123688.0,000001,0.030474008750264896
2017-12-27,2082.165,2037.701,2112.83,2022.368,1366566.0,000001,-0.027459705865046962
2017-12-28,2036.167,2025.435,2063.766,1996.303,1553030.0,000001,-0.006037719270089101
2017-12-29,2025.435,2039.234,2059.166,2008.569,982915.0,000001,0.006789754842032128
2018-01-02,2046.9,2100.564,2135.829,2042.3,2081592.0,000001,0.029631632953147927
2018-01-03,2105.164,2043.834,2125.096,2023.901,2962498.0,000001,-0.02737842436286055
2018-01-04,2042.3,2031.568,2049.967,2013.168,1854509.0,000001,-0.006019547047448282
2018-01-05,2025.435,2039.234,2046.9,2016.235,1210312.0,000001,0.0037663384571607963
2018-01-08,2031.568,1987.103,2037.701,1971.77,2158620.0,000001,-0.025896447979647963
2018-01-09,1987.103,2005.502,2023.901,1980.97,1344345.0,000001,0.009216604318712145
2018-01-10,1999.369,2065.299,2068.366,1980.97,2403277.0,000001,0.02938060663517632
2018-01-11,2056.1,2054.566,2083.698,2034.634,1443877.0,000001,-0.005210376690321334
2018-01-12,2062.233,2077.565,2097.498,2056.1,1353991.0,000001,0.011131901433444166
2018-01-15,2071.432,2177.227,2197.159,2069.899,3122394.0,000001,0.04685551388700981
2018-01-16,2172.627,2177.227,2204.826,2149.628,2444549.0,000001,0.0
2018-01-17,2197.159,2181.827,2269.223,2177.227,2656294.0,000001,0.0021105504577503638
2018-01-18,2207.892,2256.957,2256.957,2189.493,2148026.0,000001,0.03385484660711168
2018-01-19,2269.223,2269.223,2319.82,2250.824,2571146.0,000001,0.005420036334376902
2018-01-22,2238.557,2214.025,2290.688,2212.492,2073867.0,000001,-0.024625356147284852
2018-01-23,2201.759,2246.224,2284.555,2197.159,2388791.0,000001,0.014438458199397552
2018-01-24,2247.757,2244.69,2312.154,2223.225,2591292.0,000001,-0.0006831571745352334
2018-01-25,2215.559,2177.227,2218.625,2146.562,2369984.0,000001,-0.03051537827681632
2018-01-26,2174.161,2154.228,2198.693,2149.628,2032988.0,000001,-0.010619626035626209
2018-01-29,2154.228,2106.697,2184.893,2085.232,2090546.0,000001,-0.022311104593524957
2018-01-30,2100.564,2092.898,2122.03,2077.565,1094739.0,000001,-0.006571609719664821
2018-01-31,2085.232,2154.228,2154.228,2074.499,1747729.0,000001,0.028882714313189683
2018-02-01,2138.896,2151.162,2192.56,2122.03,2005614.0,000001,-0.001424261457515982
2018-02-02,2132.763,2154.228,2161.895,2089.831,1176512.0,000001,0.0014242614575158497
2018-02-05,2115.897,2230.891,2233.958,2105.164,2331997.0,000001,0.03496863452736321
2018-02-06,2181.827,2146.562,2197.159,2135.829,2582872.0,000001,-0.03853356474658218
2018-02-07,2180.294,1980.97,2192.56,1956.438,3345716.0,000001,-0.08028086876046849
2018-02-08,1967.171,1922.706,1980.97,1921.173,2137815.0,000001,-0.029853054932085895
2018-02-09,1852.176,1792.379,1852.176,1744.848,2824949.0,000001,-0.07018978107649941
2018-02-12,1806.179,1796.979,1815.378,1772.447,1228782.0,000001,0.002563133863140894
2018-02-13,1819.978,1830.711,1872.109,1815.378,1298178.0,000001,0.018597494397792777
2018-02-14,1833.777,1839.91,1844.51,1803.112,864190.0,000001,0.005012241393775369
2018-02-22,1878.242,1910.44,1921.173,1878.242,1268406.0,000001,0.03761692463926501
2018-02-23,1928.839,1933.439,1961.038,1908.907,1013663.0,000001,0.011966700542739196
2018-02-26,1957.971,1936.506,1970.237,1908.907,1045758.0,000001,0.0015850357780856229
2018-02-27,1938.039,1882.841,1947.238,1869.042,1285869.0,000001,-0.028103511955287715
2018-02-28,1855.243,1847.577,1869.042,1829.177,1214145.0,000001,-0.018906755471051324
2018-03-01,1827.644,1846.043,1862.909,1824.578,886957.0,000001,-0.0008306214977157176
2018-03-02,1827.644,1832.244,1846.043,1816.911,663124.0,000001,-0.007502984261008894
2018-03-05,1829.177,1818.445,1852.176,1809.245,754183.0,000001,-0.007559704875810237
2018-03-06,1832.244,1855.243,1856.776,1804.645,1150162.0,000001,0.020033944504233
2018-03-07,1862.909,1847.577,1892.041,1846.043,1427570.0,000001,-0.004140633869698118
2018-03-08,1847.577,1856.776,1862.909,1832.244,689755.0,000001,0.004966599516508353
2018-03-09,1862.909,1853.71,1870.575,1836.844,943876.0,000001,-0.0016526140768646457
2018-03-12,1862.909,1844.51,1865.976,1832.244,1268701.0,000001,-0.004975376791183701
2018-03-13,1846.043,1842.977,1873.642,1839.91,1082267.0,000001,-0.0008314606062702481
2018-03-14,1836.844,1827.644,1839.91,1813.845,635594.0,000001,-0.008354493249902622
2018-03-15,1807.712,1795.446,1816.911,1787.779,1155694.0,000001,-0.017774246663409134
2018-03-16,1796.979,1784.713,1816.911,1784.713,962983.0,000001,-0.005995841053069566
2018-03-19,1787.779,1813.845,1815.378,1780.113,808538.0,000001,0.016191283524476897
2018-03-20,1800.046,1812.312,1821.511,1796.979,776150.0,000001,-0.0008455232861289556
2018-03-21,1832.244,1824.578,1858.309,1816.911,1445109.0,000001,0.00674534919025758
2018-03-22,1824.578,1787.779,1835.31,1781.646,984278.0,000001,-0.02037466009701634
2018-03-23,1724.916,1738.715,1740.248,1674.318,1825690.0,000001,-0.027827732672673116
2018-03-26,1709.583,1675.852,1717.25,1665.119,1383598.0,000001,-0.03682464197813744
2018-03-27,1701.917,1677.385,1712.65,1665.119,1103933.0,000001,0.0009143404458445135
2018-03-28,1663.586,1669.719,1708.05,1654.386,1099023.0,000001,-0.00458068431959299
2018-03-29,1674.318,1694.251,1712.65,1617.588,1330602.0,000001,0.014585406467853442
2018-03-30,1692.717,1671.252,1694.251,1668.185,752173.0,000001,-0.013667709123227076
2018-04-02,1666.652,1642.12,1685.051,1640.587,1109316.0,000001,-0.017584956174648683
2018-04-03,1625.254,1619.121,1635.987,1611.455,890745.0,000001,-0.014104680572631053
2018-04-04,1637.52,1666.652,1688.118,1625.254,1602488.0,000001,0.028933414332200365
2018-04-09,1655.919,1689.651,1701.917,1645.186,1074795.0,000001,0.01370517500607811
2018-04-10,1689.651,1750.981,1757.114,1681.985,1390950.0,000001,0.03565420356917574
2018-04-11,1746.381,1813.845,1827.644,1744.848,2095970.0,000001,0.03527269921264606
2018-04-12,1809.245,1766.314,1813.845,1750.981,1173128.0,000001,-0.02655401219396467
2018-04-13,1784.713,1773.98,1807.712,1755.581,1300255.0,000001,0.0043307205454716415
2018-04-16,1758.648,1701.917,1758.648,1691.184,1427072.0,000001,-0.04147034706206444
2018-04-17,1704.983,1718.783,1755.581,1703.45,1301891.0,000001,0.009861219443813844
2018-04-18,1755.581,1763.247,1780.113,1729.516,1475845.0,000001,0.025540513452619557
2018-04-19,1766.314,1758.648,1792.379,1750.981,849131.0,000001,-0.002611663672009782
2018-04-20,1764.781,1740.248,1775.513,1717.25,958690.0,000001,-0.010517700223221713
2018-04-23,1732.582,1773.98,1780.113,1726.449,1070289.0,000001,0.01919797806086267
2018-04-24,1783.18,1818.445,1830.711,1775.513,1461098.0,000001,0.024756130413672802
2018-04-25,1803.112,1790.846,1810.778,1783.18,730286.0,000001,-0.015293606381709316
2018-04-26,1787.779,1750.981,1792.379,1734.115,874235.0,000001,-0.02251193159611652
2018-04-27,1761.714,1663.586,1764.781,1629.854,2709795.0,000001,-0.05120068893580646
2018-05-02,1681.985,1668.185,1691.184,1655.919,1190523.0,000001,0.0027606956906202056
2018-05-03,1665.119,1648.253,1668.185,1620.654,1281355.0,000001,-0.012020269935482162
2018-05-04,1645.186,1637.52,1660.519,1634.454,710509.0,000001,-0.006533036928714921
2018-05-07,1640.587,1657.452,1660.519,1631.387,974309.0,000001,0.012098581189393772
